1.000000E+004,9.999842E+003,9.997472E+003,9.987200E+003,9.959546E+003,9.901235E+003,9.795200E+003,9.620583E+003,9.352731E+003,8.963200E+003,8.419753E+003,7.686360E+003,6.723200E+003,5.486657E+003,3.929323E+003,2.000000E+003
1.000000E+004,9.999959E+003,9.999077E+003,9.994276E+003,9.979109E+003,9.942978E+003,9.870473E+003,9.740809E+003,9.527301E+003,9.196898E+003,8.709734E+003,8.018717E+003,7.069141E+003,5.798306E+003,4.135169E+003,2.000000E+003
1.000000E+004,9.999989E+003,9.999663E+003,9.997440E+003,9.989212E+003,9.967078E+003,9.918080E+003,9.822939E+003,9.654790E+003,9.377920E+003,8.946502E+003,8.303331E+003,7.378560E+003,6.088436E+003,4.334035E+003,2.000000E+003
1.000000E+004,9.999997E+003,9.999877E+003,9.998855E+003,9.994429E+003,9.980993E+003,9.948189E+003,9.879044E+003,9.747894E+003,9.518139E+003,9.139823E+003,8.547059E+003,7.655313E+003,6.358532E+003,4.526158E+003,2.000000E+003
1.000000E+004,9.999999E+003,9.999955E+003,9.999488E+003,9.997123E+003,9.989026E+003,9.967232E+003,9.917371E+003,9.815888E+003,9.626752E+003,9.297668E+003,8.755776E+003,7.902848E+003,6.609978E+003,4.711766E+003,2.000000E+003
1.000000E+004,1.000000E+004,9.999984E+003,9.999771E+003,9.998514E+003,9.993664E+003,9.979276E+003,9.943554E+003,9.865544E+003,9.710883E+003,9.426548E+003,8.934510E+003,8.124250E+003,6.844061E+003,4.891081E+003,2.000000E+003
1.000000E+004,1.000000E+004,9.999994E+003,9.999898E+003,9.999233E+003,9.996342E+003,9.986893E+003,9.961440E+003,9.901807E+003,9.776051E+003,9.531779E+003,9.087569E+003,8.322278E+003,7.061981E+003,5.064315E+003,2.000000E+003
1.000000E+004,1.000000E+004,9.999998E+003,9.999954E+003,9.999604E+003,9.997888E+003,9.991710E+003,9.973658E+003,9.928290E+003,9.826530E+003,9.617699E+003,9.218641E+003,8.499400E+003,7.264853E+003,5.231675E+003,2.000000E+003
1.000000E+004,1.000000E+004,9.999999E+003,9.999980E+003,9.999795E+003,9.998781E+003,9.994757E+003,9.982005E+003,9.947630E+003,9.865631E+003,9.687852E+003,9.330884E+003,8.657823E+003,7.453717E+003,5.393361E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,9.999991E+003,9.999894E+003,9.999296E+003,9.996684E+003,9.987707E+003,9.961755E+003,9.895918E+003,9.745133E+003,9.427003E+003,8.799520E+003,7.629539E+003,5.549564E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,9.999996E+003,9.999945E+003,9.999594E+003,9.997903E+003,9.991602E+003,9.972070E+003,9.919378E+003,9.791902E+003,9.509315E+003,8.926258E+003,7.793221E+003,5.700470E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,9.999998E+003,9.999972E+003,9.999765E+003,9.998674E+003,9.994263E+003,9.979602E+003,9.937551E+003,9.830088E+003,9.579802E+003,9.039616E+003,7.945601E+003,5.846259E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,9.999999E+003,9.999985E+003,9.999865E+003,9.999161E+003,9.996081E+003,9.985104E+003,9.951627E+003,9.861268E+003,9.640164E+003,9.141007E+003,8.087458E+003,5.987105E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999992E+003,9.999922E+003,9.999469E+003,9.997323E+003,9.989121E+003,9.962530E+003,9.886726E+003,9.691855E+003,9.231693E+003,8.219521E+003,6.123175E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999996E+003,9.999955E+003,9.999664E+003,9.998171E+003,9.992055E+003,9.970976E+003,9.907512E+003,9.736120E+003,9.312805E+003,8.342464E+003,6.254632E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999998E+003,9.999974E+003,9.999788E+003,9.998751E+003,9.994198E+003,9.977518E+003,9.924484E+003,9.774027E+003,9.385354E+003,8.456918E+003,6.381630E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999999E+003,9.999985E+003,9.999866E+003,9.999147E+003,9.995763E+003,9.982586E+003,9.938341E+003,9.806488E+003,9.450244E+003,8.563469E+003,6.504323E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999999E+003,9.999991E+003,9.999915E+003,9.999417E+003,9.996906E+003,9.986511E+003,9.949656E+003,9.834287E+003,9.508283E+003,8.662662E+003,6.622855E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999995E+003,9.999946E+003,9.999602E+003,9.997740E+003,9.989551E+003,9.958894E+003,9.858091E+003,9.560195E+003,8.755006E+003,6.737368E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999997E+003,9.999966E+003,9.999728E+003,9.998350E+003,9.991907E+003,9.966437E+003,9.878477E+003,9.606627E+003,8.840974E+003,6.847998E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999998E+003,9.999979E+003,9.999814E+003,9.998795E+003,9.993731E+003,9.972596E+003,9.895934E+003,9.648156E+003,8.921005E+003,6.954877E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999999E+003,9.999986E+003,9.999873E+003,9.999120E+003,9.995144E+003,9.977625E+003,9.910883E+003,9.685301E+003,8.995511E+003,7.058132E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999999E+003,9.999991E+003,9.999913E+003,9.999357E+003,9.996239E+003,9.981731E+003,9.923685E+003,9.718525E+003,9.064871E+003,7.157885E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999995E+003,9.999941E+003,9.999531E+003,9.997086E+003,9.985083E+003,9.934648E+003,9.748241E+003,9.129443E+003,7.254256E+003,2.000000E+003
1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,1.000000E+004,9.999997E+003,9.999960E+003,9.999657E+003,9.997743E+003,9.987820E+003,9.944035E+003,9.774820E+003,9.189555E+003,7.347359E+003,2.000000E+003
